strategy,date,direction,entry_time,exit_time,entry_underlying,exit_underlying,entry_premium,exit_premium,qty,gross_pnl,fees,net_pnl,reason,setup,symbol,instrument,regime,segment
rsi_bounce,2025-06-19,bullish,11:40,,192.83,190.83,192.83,190.83,430,-860.0,109.17,-969.17,TIME75,S1,IRCON-EQ,equity,BULL,all
rsi_bounce,2025-06-19,bullish,12:45,,150.53,150.78,150.53,150.78,551,137.75,109.68,28.07,RSI5_50,S1,TATASTEEL-EQ,equity,BULL,all
rsi_bounce,2025-06-19,bullish,13:00,,1217.1,1218.6,1217.1,1218.6,68,102.0,109.52,-7.52,RSI5_50,S1,AXISBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-19,bullish,13:05,,1079.3,1081.8,1079.3,1081.8,76,190.0,129.01,60.99,RSI5_50,S1,TATACONSUM-EQ,equity,BULL,all
rsi_bounce,2025-06-19,bullish,13:00,,8508.5,8495.0,8508.5,8495.0,9,-21.5,124.76,-146.26,RSI5_50,S1,BAJAJ-AUTO-EQ,equity,BULL,all
rsi_bounce,2025-06-19,bullish,13:30,,1432.0,1433.1,1432.0,1433.1,57,62.699999999994816,108.65,-45.95,RSI5_50,S1,RELIANCE-EQ,equity,BULL,all
rsi_bounce,2025-06-19,bullish,13:45,,416.1,416.5,416.1,416.5,199,79.59999999999548,109.54,-29.94,RSI5_50,S1,ITC-EQ,equity,BULL,all
rsi_bounce,2025-06-19,bullish,13:55,,12787.0,12799.0,12787.0,12799.0,6,42.0,124.96,-82.96,RSI5_50,S1,MARUTI-EQ,equity,BULL,all
rsi_15min,2025-06-19,bullish,11:40,,909.5,903.5,909.5,903.5,91,-546.0,109.2,-655.2,S3_TIME75,S3,BAJFINANCE-EQ,equity,BULL,all
rsi_bounce,2025-06-20,bullish,11:05,,250.75,250.61,250.75,250.61,331,-46.339999999995484,109.63,-155.97,RSI5_50,S1,ETERNAL-EQ,equity,BULL,all
rsi_bounce,2025-06-20,bullish,11:25,,12743.0,12760.0,12743.0,12760.0,6,102.0,104.77,-2.77,RSI5_50,S1,MARUTI-EQ,equity,BULL,all
rsi_bounce,2025-06-20,bullish,12:20,,661.85,661.75,661.85,661.75,125,-12.500000000002842,109.45,-121.95,RSI5_50,S1,SHRIRAMFIN-EQ,equity,BULL,all
rsi_bounce,2025-06-20,bullish,12:35,,233.58,233.94,233.58,233.94,355,127.79999999999475,109.65,18.15,RSI5_50,S1,BANKBARODA-EQ,equity,BULL,all
rsi_bounce,2025-06-20,bullish,12:50,,417.95,418.2,417.95,418.2,198,61.30000000000268,129.49,-68.19,RSI5_50,S1,ITC-EQ,equity,BULL,all
rsi_bounce,2025-06-20,bullish,13:15,,1217.0,1217.2,1217.0,1217.2,68,13.600000000003092,109.47,-95.87,RSI5_50,S1,AXISBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-20,bullish,12:10,,11456.0,11417.0,11456.0,11417.0,7,-273.0,107.4,-380.4,RSI5_50,S1,ULTRACEMCO-EQ,equity,BULL,all
rsi_bounce,2025-06-23,bullish,10:20,,973.6,974.55,973.6,974.55,85,80.7499999999942,109.51,-28.76,RSI5_50,S1,HDFCBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-23,bullish,10:40,,194.83,195.1,194.83,195.1,426,115.01999999999225,109.71,5.31,RSI5_50,S1,IRCON-EQ,equity,BULL,all
rsi_bounce,2025-06-23,bullish,11:05,,232.32,232.18,232.32,232.18,357,-49.97999999999513,109.58,-159.56,RSI5_50,S1,BANKBARODA-EQ,equity,BULL,all
rsi_bounce,2025-06-23,bullish,11:10,,12671.0,12695.0,12671.0,12695.0,6,144.0,104.47,39.53,RSI5_50,S1,MARUTI-EQ,equity,BULL,all
rsi_bounce,2025-06-23,bullish,12:30,,3385.6,3384.2,3385.6,3384.2,24,-33.60000000000218,108.32,-141.92,RSI5_50,S1,TCS-EQ,equity,BULL,all
rsi_bounce,2025-06-23,bullish,12:50,,4258.3,4261.1,4258.3,4261.1,19,53.200000000003456,108.1,-54.9,RSI5_50,S1,HEROMOTOCO-EQ,equity,BULL,all
rsi_bounce,2025-06-23,bullish,12:20,,1183.95,1181.2,1183.95,1181.2,70,-192.5,109.48,-301.98,RSI5_50,S1,NESTLEIND-EQ,equity,BULL,all
rsi_bounce,2025-06-24,bullish,11:05,,12731.0,12742.0,12731.0,12742.0,6,66.0,104.71,-38.71,RSI5_50,S1,MARUTI-EQ,equity,BULL,all
rsi_bounce,2025-06-24,bullish,11:10,,6643.0,6647.0,6643.0,6647.0,12,48.0,107.2,-59.2,RSI5_50,S1,DIVISLAB-EQ,equity,BULL,all
rsi_bounce,2025-06-24,bullish,10:50,,244.06,244.37,244.06,244.37,340,105.40000000000077,109.7,-4.3,RSI5_50,S1,ONGC-EQ,equity,BULL,all
rsi_bounce,2025-06-24,bullish,12:05,,1400.0,1401.4,1400.0,1401.4,59,82.60000000000537,109.4,-26.8,RSI5_50,S1,ADANIPORTS-EQ,equity,BULL,all
rsi_bounce,2025-06-24,bullish,12:20,,3550.9,3542.0,3550.9,3542.0,23,-51.29999999999973,128.55,-179.85,RSI5_50,S1,TITAN-EQ,equity,BULL,all
rsi_bounce,2025-06-24,bullish,12:45,,983.5,986.5,983.5,986.5,84,184.49999999999886,129.48,55.02,RSI5_50,S1,HDFCBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-24,bullish,12:45,,3414.4,3423.0,3414.4,3423.0,24,206.39999999999782,108.96,97.44,RSI5_50,S1,TCS-EQ,equity,BULL,all
rsi_bounce,2025-06-24,bullish,13:25,,1669.1,1664.1,1669.1,1664.1,49,-245.0,108.63,-353.63,RSI5_50,S1,SUNPHARMA-EQ,equity,BULL,all
rsi_bounce,2025-06-24,bullish,13:50,,782.25,783.5,782.25,783.5,106,148.25,129.65,18.6,RSI5_50,S1,HDFCLIFE-EQ,equity,BULL,all
rsi_bounce,2025-06-24,bullish,12:45,,1460.6,1452.6,1460.6,1452.6,56,-448.0,108.53,-556.53,TIME75,S1,RELIANCE-EQ,equity,BULL,all
rsi_bounce,2025-06-24,bullish,13:25,,443.1,442.58,443.1,442.58,187,5.799999999994554,129.5,-123.7,RSI5_50,S1,KOTAKBANK-EQ,equity,BULL,all
rsi_15min,2025-06-24,bullish,13:50,,830.65,831.3,830.65,831.3,99,64.34999999999775,109.12,-44.77,S3_EXIT,S3,INDUSINDBK-EQ,equity,BULL,all
rsi_bounce,2025-06-25,bullish,10:15,,129.32,129.29,129.32,129.29,641,-19.23000000000073,109.56,-128.79,RSI5_50,S1,SAIL-EQ,equity,BULL,all
rsi_bounce,2025-06-25,bullish,10:45,,671.55,673.25,671.55,673.25,123,209.1000000000056,109.45,99.65,RSI5_50,S1,SHRIRAMFIN-EQ,equity,BULL,all
rsi_bounce,2025-06-25,bullish,10:40,,243.47,243.31,243.47,243.31,340,-54.39999999999884,109.47,-163.87,RSI5_50,S1,ONGC-EQ,equity,BULL,all
rsi_bounce,2025-06-25,bullish,10:50,,2280.3,2281.3,2280.3,2281.3,36,36.0,109.0,-73.0,RSI5_50,S1,HINDUNILVR-EQ,equity,BULL,all
rsi_bounce,2025-06-25,bullish,11:10,,392.55,393.25,392.55,393.25,211,147.6999999999976,109.61,38.09,RSI5_50,S1,COALINDIA-EQ,equity,BULL,all
rsi_bounce,2025-06-25,bullish,11:20,,302.35,302.85,302.35,302.85,274,137.0,109.61,27.39,RSI5_50,S1,JIOFIN-EQ,equity,BULL,all
rsi_bounce,2025-06-25,bullish,10:45,,4297.7,4305.4,4297.7,4305.4,19,146.29999999999654,108.71,37.59,RSI5_50,S1,HEROMOTOCO-EQ,equity,BULL,all
rsi_bounce,2025-06-25,bullish,12:05,,986.95,987.5,986.95,987.5,84,46.19999999999618,109.6,-63.4,RSI5_50,S1,HDFCBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-25,bullish,12:05,,110.39,110.57,110.39,110.57,751,135.17999999999444,109.65,25.53,RSI5_50,S1,ADANIPOWER-EQ,equity,BULL,all
rsi_bounce,2025-06-25,bullish,12:20,,4073.33,4070.33,4073.33,4070.33,20,-60.0,108.47,-168.47,RSI5_50,S1,TRENT-EQ,equity,BULL,all
rsi_bounce,2025-06-25,bullish,12:20,,1502.7,1502.4,1502.7,1502.4,55,-16.4999999999975,109.38,-125.88,RSI5_50,S1,CIPLA-EQ,equity,BULL,all
rsi_bounce,2025-06-25,bullish,12:45,,2790.0,2794.6,2790.0,2794.6,29,133.39999999999736,108.15,25.25,RSI5_50,S1,GRASIM-EQ,equity,BULL,all
rsi_bounce,2025-06-25,bullish,12:50,,2007.4,2009.8,2007.4,2009.8,41,98.3999999999944,109.18,-10.78,RSI5_50,S1,BAJAJFINSV-EQ,equity,BULL,all
rsi_bounce,2025-06-25,bullish,13:45,,243.0,242.5,243.0,242.5,341,-170.5,109.47,-279.97,HARD_3PM,S1,ONGC-EQ,equity,BULL,all
rsi_bounce,2025-06-26,bullish,10:35,,1513.0,1511.8,1513.0,1511.8,54,-64.80000000000246,108.65,-173.45,RSI5_50,S1,CIPLA-EQ,equity,BULL,all
rsi_bounce,2025-06-26,bullish,10:35,,12764.0,12729.0,12764.0,12729.0,6,-210.0,104.72,-314.72,RSI5_50,S1,MARUTI-EQ,equity,BULL,all
rsi_bounce,2025-06-26,bullish,10:30,,795.5,792.0,795.5,792.0,104,-364.0,109.28,-473.28,TIME75,S1,SBIN-EQ,equity,BULL,all
rsi_bounce,2025-06-26,bullish,11:30,,5528.5,5522.5,5528.5,5522.5,15,-90.0,109.56,-199.56,RSI5_50,S1,EICHERMOT-EQ,equity,BULL,all
rsi_bounce,2025-06-26,bullish,11:45,,7032.5,7030.5,7032.5,7030.5,11,-22.0,105.4,-127.4,RSI5_50,S1,APOLLOHOSP-EQ,equity,BULL,all
rsi_bounce,2025-06-26,bullish,11:45,,1206.0,1204.95,1206.0,1204.95,68,-71.39999999999691,108.87,-180.27,RSI5_50,S1,NESTLEIND-EQ,equity,BULL,all
rsi_bounce,2025-06-26,bullish,12:55,,1609.9,1612.6,1609.9,1612.6,51,137.69999999999072,109.05,28.65,RSI5_50,S1,INFY-EQ,equity,BULL,all
rsi_bounce,2025-06-26,bullish,13:00,,8362.0,8376.5,8362.0,8376.5,9,130.5,103.89,26.61,RSI5_50,S1,BAJAJ-AUTO-EQ,equity,BULL,all
rsi_15min,2025-06-26,bullish,11:20,,2015.5,2018.0,2015.5,2018.0,41,102.5,109.43,-6.93,S3_RSI50,S3,BAJAJFINSV-EQ,equity,BULL,all
rsi_15min,2025-06-26,bullish,11:20,,201.76,202.0,201.76,202.0,411,98.64000000000374,109.63,-10.99,S3_RSI50,S3,IRCON-EQ,equity,BULL,all
rsi_15min,2025-06-26,bullish,11:20,,104.96,105.25,104.96,105.25,790,229.10000000000494,109.7,119.4,S3_RSI50,S3,PNB-EQ,equity,BULL,all
rsi_15min,2025-06-26,bullish,11:45,,2281.7,2282.2,2281.7,2282.2,36,18.0,109.02,-91.02,S3_RSI50,S3,ASIANPAINT-EQ,equity,BULL,all
rsi_bounce,2025-06-27,bullish,10:25,,12635.0,12638.0,12635.0,12638.0,6,18.0,104.25,-86.25,RSI5_50,S1,MARUTI-EQ,equity,BULL,all
rsi_bounce,2025-06-27,bullish,10:30,,5358.0,5360.0,5358.0,5360.0,15,30.0,107.68,-77.68,RSI5_50,S1,LTM-EQ,equity,BULL,all
rsi_bounce,2025-06-27,bullish,10:20,,1310.0,1307.0,1310.0,1307.0,63,-189.0,109.22,-298.22,RSI5_50,S1,DRREDDY-EQ,equity,BULL,all
rsi_bounce,2025-06-27,bullish,10:15,,134.64,132.91,134.64,132.91,616,-1065.6799999999937,109.08,-1174.76,TIME75,S1,SAIL-EQ,equity,BULL,all
rsi_bounce,2025-06-27,bullish,11:20,,4048.33,4051.0,4048.33,4051.0,20,53.400000000001455,108.14,-54.74,RSI5_50,S1,TRENT-EQ,equity,BULL,all
rsi_bounce,2025-06-27,bullish,11:40,,107.25,107.35,107.25,107.35,773,77.2999999999956,109.62,-32.32,RSI5_50,S1,PNB-EQ,equity,BULL,all
rsi_bounce,2025-06-27,bullish,11:55,,11958.0,11973.0,11958.0,11973.0,6,90.0,101.23,-11.23,RSI5_50,S1,ULTRACEMCO-EQ,equity,BULL,all
rsi_bounce,2025-06-27,bullish,11:35,,132.83,132.89,132.83,132.89,624,37.439999999983684,109.58,-72.14,RSI5_50,S1,SAIL-EQ,equity,BULL,all
rsi_bounce,2025-06-27,bullish,12:15,,939.0,939.5,939.0,939.5,88,44.0,109.4,-65.4,RSI5_50,S1,BAJFINANCE-EQ,equity,BULL,all
rsi_bounce,2025-06-27,bullish,12:05,,117.89,118.0,117.89,118.0,704,77.4399999999996,109.69,-32.25,RSI5_50,S1,ADANIPOWER-EQ,equity,BULL,all
rsi_bounce,2025-06-27,bullish,13:15,,202.91,203.1,202.91,203.1,409,77.70999999999907,109.69,-31.98,RSI5_50,S1,IRCON-EQ,equity,BULL,all
rsi_bounce,2025-06-27,bullish,13:25,,700.3,701.25,700.3,701.25,118,112.10000000000537,109.43,2.67,RSI5_50,S1,SHRIRAMFIN-EQ,equity,BULL,all
rsi_bounce,2025-06-27,bullish,13:35,,1132.6,1133.3,1132.6,1133.3,73,51.10000000000332,109.45,-58.35,RSI5_50,S1,TATACONSUM-EQ,equity,BULL,all
rsi_bounce,2025-06-27,bullish,13:05,,338.65,338.65,338.65,338.65,245,0.0,109.62,-109.62,RSI5_50,S1,NTPC-EQ,equity,BULL,all
rsi_bounce,2025-06-27,bullish,13:05,,393.95,393.5,393.95,393.5,210,-94.49999999999761,109.41,-203.91,RSI5_50,S1,COALINDIA-EQ,equity,BULL,all
rsi_bounce,2025-06-30,bullish,10:20,,1661.8,1666.6,1661.8,1666.6,49,235.19999999999777,108.58,126.62,RSI5_50,S1,TECHM-EQ,equity,BULL,all
rsi_bounce,2025-06-30,bullish,10:15,,2344.5,2337.3,2344.5,2337.3,35,-251.99999999999363,108.81,-360.81,RSI5_50,S1,ASIANPAINT-EQ,equity,BULL,all
rsi_bounce,2025-06-30,bullish,10:50,,3688.1,3689.8,3688.1,3689.8,22,37.400000000006,108.27,-70.87,RSI5_50,S1,LT-EQ,equity,BULL,all
rsi_bounce,2025-06-30,bullish,10:50,,1449.7,1448.5,1449.7,1448.5,57,-68.40000000000259,109.34,-177.74,RSI5_50,S1,ICICIBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-30,bullish,10:30,,1099.3,1099.1,1099.3,1099.1,75,-15.00000000000341,109.23,-124.23,TIME75,S1,TATACONSUM-EQ,equity,BULL,all
rsi_bounce,2025-06-30,bullish,12:10,,2306.9,2307.0,2306.9,2307.0,35,3.4999999999968168,107.96,-104.46,RSI5_50,S1,HINDUNILVR-EQ,equity,BULL,all
rsi_bounce,2025-06-30,bullish,11:35,,12487.0,12476.0,12487.0,12476.0,6,-66.0,103.54,-169.54,RSI5_50,S1,MARUTI-EQ,equity,BULL,all
rsi_bounce,2025-06-30,bullish,12:45,,7208.5,7210.0,7208.5,7210.0,11,16.5,106.87,-90.37,RSI5_50,S1,APOLLOHOSP-EQ,equity,BULL,all
rsi_bounce,2025-06-30,bullish,12:35,,8426.5,8370.5,8426.5,8370.5,9,-504.0,104.02,-608.02,TIME75,S1,BAJAJ-AUTO-EQ,equity,BULL,all
rsi_bounce,2025-06-30,bullish,12:55,,434.98,432.32,434.98,432.32,190,-505.40000000000475,109.14,-614.54,TIME75,S1,KOTAKBANK-EQ,equity,BULL,all
rsi_bounce,2025-06-30,bullish,13:15,,202.79,202.66,202.79,202.66,409,-53.16999999999814,109.58,-162.75,RSI5_50,S1,IRCON-EQ,equity,BULL,all
rsi_bounce,2025-06-30,bullish,13:55,,706.5,706.05,706.5,706.05,117,-52.65000000000532,109.36,-162.01,RSI5_50,S1,SHRIRAMFIN-EQ,equity,BULL,all
rsi_15min,2025-06-30,bullish,14:15,,12027.0,12032.0,12027.0,12032.0,6,30.0,101.51,-71.51,S3_RSI50,S3,ULTRACEMCO-EQ,equity,BULL,all
rsi_15min,2025-06-30,bullish,13:50,,1446.8,1444.2,1446.8,1444.2,57,-148.19999999999482,109.17,-257.37,S3_EXIT,S3,ICICIBANK-EQ,equity,BULL,all
rsi_15min,2025-06-30,bullish,14:05,,998.6,998.9,998.6,998.9,83,24.899999999996226,109.58,-84.68,S3_EXIT,S3,HDFCBANK-EQ,equity,BULL,all
rsi_bounce,2025-07-01,bullish,10:15,,2539.08,2541.21,2539.08,2541.21,32,68.16000000000349,108.37,-40.21,RSI5_50,S1,ADANIENT-EQ,equity,BULL,all
rsi_bounce,2025-07-01,bullish,10:15,,265.9,265.9,265.9,265.9,312,0.0,109.62,-109.62,RSI5_50,S1,WIPRO-EQ,equity,BULL,all
rsi_bounce,2025-07-01,bullish,10:25,,929.2,930.95,929.2,930.95,89,155.75,109.51,46.24,RSI5_50,S1,BAJFINANCE-EQ,equity,BULL,all
rsi_bounce,2025-07-01,bullish,10:50,,2295.7,2293.7,2295.7,2293.7,36,-72.0,109.34,-181.34,RSI5_50,S1,HINDUNILVR-EQ,equity,BULL,all
rsi_bounce,2025-07-01,bullish,11:15,,1086.6,1090.4,1086.6,1090.4,76,288.8000000000138,109.48,179.32,RSI5_50,S1,TATACONSUM-EQ,equity,BULL,all
rsi_bounce,2025-07-01,bullish,11:00,,1832.9,1834.2,1832.9,1834.2,45,58.499999999997954,109.29,-50.79,RSI5_50,S1,SBILIFE-EQ,equity,BULL,all
rsi_bounce,2025-07-01,bullish,10:15,,1173.5,1169.8,1173.5,1169.8,70,-259.0000000000032,108.89,-367.89,TIME75,S1,AXISBANK-EQ,equity,BULL,all
rsi_bounce,2025-07-01,bullish,11:25,,3182.7,3185.5,3182.7,3185.5,26,72.80000000000473,109.5,-36.7,RSI5_50,S1,M&M-EQ,equity,BULL,all
rsi_bounce,2025-07-01,bullish,11:30,,7407.5,7418.0,7407.5,7418.0,11,115.5,108.58,6.92,RSI5_50,S1,APOLLOHOSP-EQ,equity,BULL,all
rsi_bounce,2025-07-01,bullish,11:35,,3654.3,3651.3,3654.3,3651.3,22,-66.0,107.66,-173.66,RSI5_50,S1,LT-EQ,equity,BULL,all
rsi_bounce,2025-07-01,bullish,12:15,,5290.0,5300.0,5290.0,5300.0,15,150.0,106.98,43.02,RSI5_50,S1,LTM-EQ,equity,BULL,all
rsi_bounce,2025-07-01,bullish,12:20,,1661.6,1662.1,1661.6,1662.1,49,24.5,108.47,-83.97,RSI5_50,S1,SUNPHARMA-EQ,equity,BULL,all
rsi_bounce,2025-07-01,bullish,13:05,,1276.2,1275.6,1276.2,1275.6,65,-39.00000000000887,109.59,-148.59,RSI5_50,S1,DRREDDY-EQ,equity,BULL,all
rsi_bounce,2025-07-01,bullish,12:30,,1719.5,1715.5,1719.5,1715.5,48,-192.0,109.22,-301.22,TIME75,S1,HCLTECH-EQ,equity,BULL,all
rsi_bounce,2025-07-01,bullish,13:15,,118.73,118.5,118.73,118.5,699,-160.77000000000277,109.58,-270.35,RSI5_50,S1,ADANIPOWER-EQ,equity,BULL,all
rsi_15min,2025-07-01,bullish,11:15,,1435.3,1435.6,1435.3,1435.6,57,17.099999999997408,108.77,-91.67,S3_TIME75,S3,ICICIBANK-EQ,equity,BULL,all
rsi_15min,2025-07-01,bullish,11:40,,5764.0,5745.5,5764.0,5745.5,14,-259.0,107.79,-366.79,S3_TIME75,S3,BRITANNIA-EQ,equity,BULL,all
rsi_bounce,2025-07-02,bullish,10:15,,1266.2,1269.1,1266.2,1269.1,65,188.49999999999113,109.22,79.28,RSI5_50,S1,DRREDDY-EQ,equity,BULL,all
rsi_bounce,2025-07-02,bullish,10:15,,160.0,160.37,160.0,160.37,518,191.66000000000236,109.66,82.0,RSI5_50,S1,TATASTEEL-EQ,equity,BULL,all
rsi_bounce,2025-07-02,bullish,10:20,,1668.9,1668.0,1668.9,1668.0,49,-44.10000000000446,108.72,-152.82,RSI5_50,S1,SUNPHARMA-EQ,equity,BULL,all
rsi_bounce,2025-07-02,bullish,10:20,,296.7,296.1,296.7,296.1,279,-167.39999999999048,109.41,-276.81,RSI5_50,S1,POWERGRID-EQ,equity,BULL,all
rsi_bounce,2025-07-02,bullish,10:20,,4241.3,4242.4,4241.3,4242.4,19,20.89999999998963,107.85,-86.95,RSI5_50,S1,HEROMOTOCO-EQ,equity,BULL,all
rsi_bounce,2025-07-02,bullish,11:05,,1504.7,1508.5,1504.7,1508.5,55,208.9999999999975,109.57,99.43,RSI5_50,S1,CIPLA-EQ,equity,BULL,all
rsi_bounce,2025-07-02,bullish,11:10,,1430.3,1432.4,1430.3,1432.4,58,121.80000000000791,109.68,12.12,RSI5_50,S1,ICICIBANK-EQ,equity,BULL,all
rsi_bounce,2025-07-02,bullish,11:20,,2018.2,2020.4,2018.2,2020.4,41,90.20000000000186,109.51,-19.31,RSI5_50,S1,BAJAJFINSV-EQ,equity,BULL,all
rsi_bounce,2025-07-02,bullish,10:25,,1627.0,1613.0,1627.0,1613.0,51,-714.0,109.3,-823.3,TIME75,S1,INFY-EQ,equity,BULL,all
rsi_bounce,2025-07-02,bullish,11:40,,8337.0,8346.0,8337.0,8346.0,9,81.0,103.7,-22.7,RSI5_50,S1,BAJAJ-AUTO-EQ,equity,BULL,all
rsi_bounce,2025-07-02,bullish,11:35,,435.78,435.38,435.78,435.38,190,-75.99999999999568,109.46,-185.46,RSI5_50,S1,KOTAKBANK-EQ,equity,BULL,all
rsi_bounce,2025-07-02,bullish,12:55,,200.91,201.09,200.91,201.09,413,74.34000000000282,109.68,-35.34,RSI5_50,S1,IRCON-EQ,equity,BULL,all
rsi_bounce,2025-07-02,bullish,13:00,,386.4,386.95,386.4,386.95,214,117.70000000000243,109.48,8.22,RSI5_50,S1,COALINDIA-EQ,equity,BULL,all
rsi_bounce,2025-07-02,bullish,12:35,,333.7,332.4,333.7,332.4,248,-322.4000000000028,109.32,-431.72,TIME75,S1,NTPC-EQ,equity,BULL,all
rsi_bounce,2025-07-02,bullish,13:05,,3176.1,3158.4,3176.1,3158.4,26,-460.19999999999527,109.11,-569.31,RSI5_50,S1,M&M-EQ,equity,BULL,all
rsi_bounce,2025-07-02,bullish,12:55,,5293.0,5283.5,5293.0,5283.5,15,-142.5,106.87,-249.37,RSI5_50,S1,LTM-EQ,equity,BULL,all
rsi_bounce,2025-07-02,bullish,13:55,,694.7,697.4,694.7,697.4,119,321.2999999999919,109.55,211.75,HARD_3PM,S1,HINDALCO-EQ,equity,BULL,all
rsi_15min,2025-07-02,bullish,11:15,,1713.5,1716.8,1713.5,1716.8,48,158.39999999999782,109.17,49.23,S3_RSI50,S3,HCLTECH-EQ,equity,BULL,all
rsi_15min,2025-07-02,bullish,11:40,,2015.7,2010.5,2015.7,2010.5,41,-213.20000000000186,109.28,-322.48,S3_TIME75,S3,BAJAJFINSV-EQ,equity,BULL,all
rsi_15min,2025-07-02,bullish,13:35,,1858.6,1862.4,1858.6,1862.4,44,167.200000000008,108.82,58.38,S3_RSI50,S3,SBILIFE-EQ,equity,BULL,all
rsi_15min,2025-07-02,bullish,13:50,,795.65,795.6,795.65,795.6,104,-5.199999999995271,109.46,-114.66,S3_EXIT,S3,HDFCLIFE-EQ,equity,BULL,all
rsi_bounce,2025-07-03,bullish,10:55,,781.8,782.7,781.8,782.7,106,95.40000000000964,109.6,-14.2,RSI5_50,S1,HDFCLIFE-EQ,equity,BULL,all
rsi_bounce,2025-07-03,bullish,11:15,,386.65,386.7,386.65,386.7,214,10.700000000002433,109.47,-98.77,RSI5_50,S1,COALINDIA-EQ,equity,BULL,all
rsi_bounce,2025-07-03,bullish,11:50,,2530.45,2535.79,2530.45,2535.79,32,170.88000000000466,108.21,62.67,RSI5_50,S1,ADANIENT-EQ,equity,BULL,all
rsi_bounce,2025-07-03,bullish,10:45,,1432.6,1428.6,1432.6,1428.6,57,-228.0,108.54,-336.54,TIME75,S1,ICICIBANK-EQ,equity,BULL,all
rsi_bounce,2025-07-03,bullish,10:55,,1095.7,1093.9,1095.7,1093.9,75,-134.9999999999966,108.97,-243.97,TIME75,S1,TATACONSUM-EQ,equity,BULL,all
rsi_bounce,2025-07-03,bullish,11:55,,268.45,268.4,268.45,268.4,309,-15.450000000003513,109.61,-125.06,RSI5_50,S1,WIPRO-EQ,equity,BULL,all
rsi_bounce,2025-07-03,bullish,12:15,,426.48,427.14,426.48,427.14,194,128.03999999999382,109.52,18.52,RSI5_50,S1,KOTAKBANK-EQ,equity,BULL,all
rsi_bounce,2025-07-03,bullish,13:15,,1679.7,1680.7,1679.7,1680.7,49,49.0,109.15,-60.15,RSI5_50,S1,SUNPHARMA-EQ,equity,BULL,all
rsi_bounce,2025-07-03,bullish,13:20,,3413.0,3418.2,3413.0,3418.2,24,124.79999999999563,108.89,15.91,RSI5_50,S1,TCS-EQ,equity,BULL,all
rsi_bounce,2025-07-03,bullish,13:30,,998.65,1000.05,998.65,1000.05,83,116.19999999999811,129.63,-13.43,RSI5_50,S1,HDFCBANK-EQ,equity,BULL,all
rsi_15min,2025-07-03,bullish,11:25,,1830.0,1815.8,1830.0,1815.8,45,-639.000000000002,108.85,-747.85,S3_TIME75,S3,SBILIFE-EQ,equity,BULL,all
rsi_bounce,2025-07-04,bullish,10:30,,12615.0,12631.0,12615.0,12631.0,6,96.0,104.2,-8.2,RSI5_50,S1,MARUTI-EQ,equity,BULL,all
rsi_bounce,2025-07-04,bullish,10:45,,927.95,927.45,927.95,927.45,89,-44.5,109.33,-153.83,RSI5_50,S1,BAJFINANCE-EQ,equity,BULL,all
rsi_bounce,2025-07-04,bullish,10:15,,1088.3,1087.8,1088.3,1087.8,76,-38.0,109.41,-147.41,RSI5_50,S1,TATACONSUM-EQ,equity,BULL,all
rsi_bounce,2025-07-04,bullish,11:00,,424.58,423.26,424.58,423.26,195,-257.39999999999867,109.37,-366.77,RSI5_50,S1,KOTAKBANK-EQ,equity,BULL,all
rsi_bounce,2025-07-04,bullish,12:10,,1186.45,1185.75,1186.45,1185.75,69,41.89999999999873,128.77,-86.87,RSI5_50,S1,NESTLEIND-EQ,equity,BULL,all
rsi_bounce,2025-07-04,bullish,11:25,,2526.48,2508.15,2526.48,2508.15,32,-586.5599999999977,107.74,-694.3,TIME75,S1,ADANIENT-EQ,equity,BULL,all
rsi_bounce,2025-07-04,bullish,11:25,,385.75,384.75,385.75,384.75,215,-40.84999999999707,129.5,-170.35,TIME75,S1,COALINDIA-EQ,equity,BULL,all
rsi_bounce,2025-07-04,bullish,13:30,,4335.9,4340.2,4335.9,4340.2,19,81.70000000000346,109.23,-27.53,RSI5_50,S1,HEROMOTOCO-EQ,equity,BULL,all
rsi_bounce,2025-07-04,bullish,13:40,,1654.5,1652.2,1654.5,1652.2,50,-37.000000000000455,129.4,-166.4,RSI5_50,S1,TECHM-EQ,equity,BULL,all
rsi_15min,2025-07-04,bullish,11:25,,3782.33,3668.67,3782.33,3668.67,21,-2386.859999999997,105.81,-2492.67,S3_SL,S3,TRENT-EQ,equity,BULL,all
rsi_15min,2025-07-04,bullish,11:40,,2790.0,2790.7,2790.0,2790.7,29,20.299999999994725,108.09,-87.79,S3_RSI50,S3,GRASIM-EQ,equity,BULL,all
rsi_15min,2025-07-04,bullish,11:40,,855.95,850.0,855.95,850.0,96,-571.2000000000044,108.75,-679.95,S3_TIME75,S3,INDUSINDBK-EQ,equity,BULL,all
rsi_bounce,2025-07-07,bullish,11:00,,1197.65,1200.5,1197.65,1200.5,69,196.64999999999372,109.48,87.17,RSI5_50,S1,NESTLEIND-EQ,equity,BULL,all
rsi_bounce,2025-07-07,bullish,11:00,,385.0,384.15,385.0,384.15,215,-182.7500000000049,109.39,-292.14,TIME75,S1,COALINDIA-EQ,equity,BULL,all
